0 0 4 0
0 5 4 0
0 10 4 0
0 15 4 0
0 20 4 0
0 25 4 0
0 30 4 0
0 35 4 -2.73202e-16
0 40 4 2.73888e-16
0 45 4 0
0 50 4 0
0 55 4 0
0 60 4 0

5 0 3.89216 -0.00451916
5 5 3.90243 -0.131788
5 10 3.9076 -0.251978
5 15 3.89975 -0.348642
5 20 3.86584 -0.383514
5 25 3.80081 -0.305152
5 30 3.74231 -0.101089
5 35 3.73536 0.15285
5 40 3.77616 0.337803
5 45 3.82149 0.391884
5 50 3.85085 0.339773
5 55 3.86829 0.229983
5 60 3.8818 0.100654

10 0 4.09799 0.00214754
10 5 4.10667 -0.262869
10 10 4.1036 -0.528969
10 15 4.0467 -0.771247
10 20 3.86743 -0.901452
10 25 3.57059 -0.762793
10 30 3.31489 -0.266974
10 35 3.32999 0.386635
10 40 3.58749 0.821399
10 45 3.86236 0.903379
10 50 4.01407 0.743314
10 55 4.07323 0.489564
10 60 4.09128 0.215893

15 0 4.44552 0.0134444
15 5 4.46201 -0.397031
15 10 4.47721 -0.837611
15 15 4.38804 -1.31142
15 20 4.00088 -1.67978
15 25 3.17241 -1.621
15 30 2.32833 -0.6008
15 35 2.41691 0.85991
15 40 3.32191 1.69663
15 45 4.03665 1.64797
15 50 4.36768 1.24633
15 55 4.44943 0.777646
15 60 4.44874 0.341456

20 0 4.93169 0.0295885
20 5 4.97501 -0.497949
20 10 5.07808 -1.1115
20 15 5.06446 -1.88605
20 20 4.57537 -2.82101
20 25 2.77544 -3.35426
20 30 0.209118 -0.495757
20 35 0.238433 0.909807
20 40 3.27039 3.44829
20 45 4.62163 2.63967
20 50 5.03296 1.78667
20 55 5.03567 1.05206
20 60 4.95833 0.454186

25 0 5.50351 0.0267415
25 5 5.5878 -0.535252
25 10 5.8689 -1.21536
25 15 6.22713 -2.17394
25 20 5.80394 -3.62384
25 25 0 0
25 30 0 0
25 35 0 0
25 40 0 0
25 45 6.01123 3.4203
25 50 6.08962 2.13324
25 55 5.81895 1.18343
25 60 5.57956 0.488523

30 0 6.06592 0.00842173
30 5 6.17787 -0.48073
30 10 6.6297 -1.04456
30 15 7.44017 -1.77234
30 20 1.21103 -0.184739
30 25 0 0
30 30 0 0
30 35 0 0
30 40 0 0
30 45 3.09297 1.08155
30 50 7.41436 2.03022
30 55 6.65923 1.05937
30 60 6.21092 0.418981

35 0 6.50583 -0.0320436
35 5 6.61568 -0.355091
35 10 7.12645 -0.679034
35 15 7.79366 -0.918363
35 20 0.239066 -0.0539252
35 25 0 0
35 30 0 0
35 35 0 0
35 40 0 0
35 45 0.448177 0.168616
35 50 8.24874 1.1002
35 55 7.31394 0.647484
35 60 6.70581 0.241607

40 0 6.74266 -0.0910637
40 5 6.83991 -0.212726
40 10 7.3188 -0.321472
40 15 7.48552 -0.316486
40 20 0.364593 -0.295468
40 25 0 0
40 30 0 0
40 35 0 0
40 40 0 0
40 45 0.899773 -0.016168
40 50 8.09876 0.129793
40 55 7.60236 0.125523
40 60 6.96406 0.00645486

45 0 6.75647 -0.140745
45 5 6.86068 -0.076811
45 10 7.32019 -0.0297398
45 15 7.28061 0.0402705
45 20 0.904872 -0.267452
45 25 -0.41978 -0.3837
45 30 -0.0534052 -0.0465859
45 35 -0.257554 0.838168
45 40 -0.219648 1.09337
45 45 2.0144 -0.0060473
45 50 7.83496 -0.530967
45 55 7.57849 -0.357633
45 60 6.96357 -0.218984

50 0 6.56265 -0.135564
50 5 6.71704 0.0838852
50 10 7.19713 0.247826
50 15 7.2358 0.351539
50 20 1.62872 -0.287872
50 25 0.102359 -1.53187
50 30 -0.783953 -1.67142
50 35 -1.35583 -0.782481
50 40 0.143556 -0.334785
50 45 3.27496 -0.972443
50 50 7.56832 -1.36315
50 55 7.23731 -0.80972
50 60 6.70538 -0.380256

55 0 6.1944 -0.0150025
55 5 6.45064 0.324243
55 10 6.98917 0.571165
55 15 7.30539 0.697626
55 20 3.03698 -0.237103
55 25 1.24926 -1.85559
55 30 -0.774787 -2.95018
55 35 -1.92507 -3.1949
55 40 0.109151 -2.98257
55 45 3.82641 -2.92536
55 50 6.70344 -2.21014
55 55 6.49951 -1.1125
55 60 6.20586 -0.400283

60 0 5.70911 0.287632
60 5 6.10464 0.693825
60 10 6.72091 0.996889
60 15 7.36029 1.19834
60 20 4.77401 0.328351
60 25 2.81821 -1.3448
60 30 0.508655 -3.10632
60 35 -1.50934 -4.70251
60 40 -0.168921 -4.92051
60 45 3.08262 -4.03724
60 50 5.17241 -2.42119
60 55 5.459 -1.04303
60 60 5.53577 -0.175391

65 0 5.19811 0.822581
65 5 5.73502 1.21227
65 10 6.4047 1.53018
65 15 7.21565 1.84238
65 20 6.41311 1.48075
65 25 4.26493 -0.0126068
65 30 2.42634 -1.56875
65 35 0.162194 -3.63027
65 40 -0.437584 -5.07236
65 45 1.43674 -4.11286
65 50 3.41617 -2.03389
65 55 4.32119 -0.51816
65 60 4.8186 0.371653

70 0 4.77987 1.61754
70 5 5.4306 1.87203
70 10 6.08147 2.11908
70 15 6.84162 2.48518
70 20 7.24681 2.78637
70 25 5.4073 1.73794
70 30 3.97647 0.74605
70 35 2.07495 -0.72883
70 40 0.67973 -2.37407
70 45 0.307302 -3.15833
70 50 1.25779 -2.09613
70 55 2.93625 0.0476654
70 60 4.15524 1.24975

75 0 4.51661 2.58567
75 5 5.31799 2.6298
75 10 5.84049 2.68584
75 15 6.37474 2.99337
75 20 6.94664 3.59168
75 25 6.49929 3.7556
75 30 4.82601 2.85158
75 35 3.33835 2.04593
75 40 1.94425 1.05457
75 45 0.746211 0.175624
75 50 0.370041 -0.0830592
75 55 1.19885 0.437967
75 60 3.11632 1.85259

80 0 3.87805 3.0817
80 5 5.49399 3.30645
80 10 5.77338 3.1082
80 15 5.9545 3.28423
80 20 6.2 3.85051
80 25 6.30321 4.69435
80 30 5.50772 5.03466
80 35 4.04568 4.54962
80 40 2.63276 3.98555
80 45 1.31821 3.46906
80 50 0.597334 2.88771
80 55 0.967577 2.46109
80 60 2.02161 2.47784

85 0 3.44005 3.43451
85 5 5.72299 3.43562
85 10 5.87586 3.19848
85 15 5.62169 3.29843
85 20 5.50366 3.7777
85 25 5.40002 4.54365
85 30 5.05567 5.42329
85 35 4.20884 5.98531
85 40 3.01762 5.97776
85 45 1.90511 5.50697
85 50 1.3224 4.72276
85 55 1.44256 3.97279
85 60 2.01625 3.55252

90 0 3.8654 3.35299
90 5 5.92866 2.8407
90 10 5.91975 2.79535
90 15 5.29892 3.0327
90 20 4.91104 3.50767
90 25 4.62831 4.14261
90 30 4.29162 4.8347
90 35 3.77781 5.41034
90 40 3.09127 5.65283
90 45 2.42362 5.46088
90 50 2.02478 4.964
90 55 1.96511 4.45908
90 60 2.45554 3.96156

95 0 4.81149 2.1604
95 5 6.0588 1.67682
95 10 5.61988 2.04573
95 15 4.85038 2.57359
95 20 4.34343 3.14277
95 25 4.00237 3.74495
95 30 3.71321 4.31324
95 35 3.39526 4.74517
95 40 3.02973 4.94445
95 45 2.67173 4.88742
95 50 2.40759 4.65114
95 55 2.46229 4.16476
95 60 3.43041 3.11275

100 0 5.55763 0.296153
100 5 5.68558 0.517407
100 10 4.95267 1.3038
100 15 4.22696 2.04221
100 20 3.72272 2.72948
100 25 3.41152 3.38303
100 30 3.22937 3.9446
100 35 3.10119 4.32247
100 40 2.97404 4.43918
100 45 2.87124 4.22281
100 50 2.96977 3.54303
100 55 3.59723 2.31003
100 60 4.7358 0.934833

105 0 5.40973 -0.982944
105 5 4.8694 -0.201076
105 10 4.14663 0.636598
105 15 3.4815 1.43639
105 20 2.99994 2.22665
105 25 2.80169 2.86228
105 30 2.86173 3.18409
105 35 3.05891 3.12718
105 40 3.30653 2.68095
105 45 3.63761 1.84071
105 50 4.18778 0.643174
105 55 4.91779 -0.573444
105 60 5.43707 -1.18796

110 0 4.71965 -1.53691
110 5 4.09223 -0.843931
110 10 3.39392 -0.166809
110 15 2.82138 0.326562
110 20 2.53539 0.597098
110 25 2.6132 0.6547
110 30 2.98417 0.476472
110 35 3.4916 0.0569353
110 40 4.05581 -0.61436
110 45 4.66051 -1.48145
110 50 5.18104 -2.24139
110 55 5.36021 -2.45342
110 60 5.11206 -2.05299

115 0 4.14209 -2.0849
115 5 3.60258 -1.73803
115 10 3.10593 -1.60635
115 15 2.70792 -1.61837
115 20 2.56987 -1.75812
115 25 2.80292 -2.00727
115 30 3.33984 -2.35165
115 35 4.02447 -2.79222
115 40 4.697 -3.25071
115 45 5.14863 -3.49578
115 50 5.21834 -3.35151
115 55 4.97918 -2.95517
115 60 4.5641 -2.47999

120 0 3.89902 -2.78605
120 5 3.51768 -2.71271
120 10 3.14396 -2.7311
120 15 2.87596 -2.87918
120 20 2.84116 -3.14786
120 25 3.12136 -3.46754
120 30 3.66767 -3.75265
120 35 4.30307 -3.92841
120 40 4.79491 -3.93299
120 45 4.98974 -3.78428
120 50 4.89414 -3.54819
120 55 4.57543 -3.21008
120 60 4.19139 -2.91119

125 0 3.80877 -3.23742
125 5 3.48088 -3.15333
125 10 3.2082 -3.13591
125 15 3.05564 -3.21359
125 20 3.08999 -3.36797
125 25 3.35 -3.53389
125 30 3.79848 -3.63716
125 35 4.31443 -3.66147
125 40 4.73823 -3.67877
125 45 4.87113 -3.69349
125 50 4.63651 -3.55015
125 55 4.34976 -3.40313
125 60 4.06847 -3.31585

130 0 3.70487 -3.41771
130 5 3.40121 -3.30692
130 10 3.19425 -3.2258
130 15 3.10838 -3.19292
130 20 3.17391 -3.19049
130 25 3.41066 -3.18763
130 30 3.80897 -3.16565
130 35 4.33159 -3.15548
130 40 4.83285 -3.23886
130 45 4.86477 -3.35763
130 50 4.57905 -3.42907
130 55 4.32454 -3.50102
130 60 3.98996 -3.48837

135 0 3.62682 -3.23902
135 5 3.31601 -3.21416
135 10 3.12518 -3.1823
135 15 3.05108 -3.1169
135 20 3.11144 -3.01432
135 25 3.33112 -2.88082
135 30 3.72395 -2.7318
135 35 4.29476 -2.5973
135 40 4.91952 -2.53628
135 45 5.03098 -2.67078
135 50 4.76072 -2.94704
135 55 4.42059 -3.16567
135 60 3.96489 -3.24659

140 0 3.67035 -2.2326
140 5 3.42314 -2.4136
140 10 3.20877 -2.66852
140 15 3.02005 -2.8362
140 20 2.96923 -2.80641
140 25 3.12907 -2.60541
140 30 3.50291 -2.32984
140 35 4.07745 -2.02985
140 40 4.78178 -1.71894
140 45 5.20417 -1.56252
140 50 5.04276 -1.75468
140 55 4.59189 -2.00216
140 60 4.01465 -2.15031

145 0 3.90202 -1.00995
145 5 3.76087 -1.4372
145 10 3.52483 -1.86052
145 15 3.17842 -2.12332
145 20 2.92541 -2.20062
145 25 2.90026 -2.12551
145 30 3.17094 -1.87316
145 35 3.69959 -1.49149
145 40 4.37343 -1.04416
145 45 4.99204 -0.576566
145 50 5.17443 -0.327954
145 55 4.80962 -0.433171
145 60 4.21696 -0.723599

150 0 4.42911 -0.110013
150 5 4.32001 -0.778883
150 10 3.89269 -1.29996
150 15 3.26804 -1.49675
150 20 2.82474 -1.39033
150 25 2.74198 -1.13976
150 30 2.94627 -0.94466
150 35 3.33549 -0.783749
150 40 3.90514 -0.459823
150 45 4.51168 -0.0110208
150 50 4.93408 0.422382
150 55 4.95004 0.59236
150 60 4.62771 0.336693

155 0 5.04131 0.515948
155 5 4.90045 -0.00666358
155 10 4.19607 -0.35483
155 15 3.25137 -0.436228
155 20 2.56647 -0.255319
155 25 2.42901 0.0661877
155 30 2.75217 0.355315
155 35 3.24923 0.499294
155 40 3.69757 0.478839
155 45 4.15256 0.552324
155 50 4.60828 0.788204
155 55 4.91437 0.969844
155 60 5.01182 0.860133

160 0 5.36787 1.2775
160 5 5.15033 1.19979
160 10 4.27854 1.21767
160 15 3.14375 1.3254
160 20 2.31402 1.50826
160 25 2.17383 1.68482
160 30 2.584 1.78539
160 35 3.19495 1.82576
160 40 3.78393 1.81754
160 45 4.21195 1.67741
160 50 4.52971 1.48842
160 55 4.87938 1.42533
160 60 5.20596 1.3694

165 0 5.31524 2.56161
165 5 4.98542 2.82356
165 10 4.08697 3.13652
165 15 2.97322 3.36211
165 20 2.22299 3.40744
165 25 2.17926 3.27733
165 30 2.63893 3.09942
165 35 3.2457 2.94796
165 40 3.81831 2.87441
165 45 4.34288 2.86786
165 50 4.75094 2.79411
165 55 5.01545 2.5932
165 60 5.2422 2.48762

170 0 5.10134 4.17391
170 5 4.63729 4.4859
170 10 3.81053 4.78102
170 15 2.93208 4.83783
170 20 2.43799 4.58182
170 25 2.46568 4.19247
170 30 2.86851 3.85961
170 35 3.39004 3.64594
170 40 3.84516 3.56954
170 45 4.297 3.61511
170 50 4.74276 3.7367
170 55 5.08087 3.87948
170 60 5.20464 4.01459

175 0 4.81192 4.88162
175 5 4.3665 5.15818
175 10 3.73245 5.26933
175 15 3.1497 5.12455
175 20 2.83178 4.78378
175 25 2.84848 4.38824
175 30 3.13765 4.05939
175 35 3.48763 3.91784
175 40 3.81721 3.94215
175 45 4.19635 4.03725
175 50 4.58792 4.17279
175 55 4.8756 4.36575
175 60 4.95376 4.63287

180 0 4.56489 4.62184
180 5 4.21164 4.7901
180 10 3.77239 4.83422
180 15 3.39008 4.70611
180 20 3.18572 4.42759
180 25 3.19236 4.10135
180 30 3.31578 3.89074
180 35 3.48731 3.83293
180 40 3.73759 3.86295
180 45 4.08134 3.95662
180 50 4.4433 4.09918
180 55 4.68626 4.2661
180 60 4.71217 4.45723

185 0 4.38976 3.77893
185 5 4.11245 3.93461
185 10 3.81281 3.98395
185 15 3.58195 3.89719
185 20 3.45658 3.71609
185 25 3.42567 3.49637
185 30 3.46842 3.26055
185 35 3.56288 3.05951
185 40 3.71029 2.97898
185 45 3.955 3.0434
185 50 4.26875 3.20217
185 55 4.49966 3.40366
185 60 4.52178 3.61696

190 0 4.16466 2.38704
190 5 3.95705 2.66339
190 10 3.76922 2.85522
190 15 3.66718 2.89032
190 20 3.66431 2.73018
190 25 3.71933 2.4152
190 30 3.75961 2.05972
190 35 3.73875 1.79731
190 40 3.73765 1.67153
190 45 3.87773 1.63981
190 50 4.11191 1.70295
190 55 4.28119 1.8808
190 60 4.2794 2.14845

195 0 3.80728 1.04046
195 5 3.67425 1.38054
195 10 3.65559 1.56499
195 15 3.77291 1.5258
195 20 3.95353 1.2847
195 25 4.07664 0.954013
195 30 4.05067 0.666419
195 35 3.92441 0.456179
195 40 3.86228 0.273511
195 45 3.91556 0.15216
195 50 4.00459 0.177363
195 55 4.02499 0.383891
