10 0
9.99998 0.0158114
9.99993 0.0316227
9.99984 0.0474339
9.99972 0.063245
9.99956 0.0790558
9.99936 0.0948663
9.99913 0.110677
9.99887 0.126486
9.99857 0.142296
9.99823 0.158105
9.99786 0.173913
9.99745 0.189721
9.99701 0.205528
9.99653 0.221334
9.99602 0.237139
9.99547 0.252944
9.99489 0.268748
9.99427 0.284551
9.99362 0.300352
9.99293 0.316153
9.9922 0.331953
9.99144 0.347751
9.99065 0.363549
9.98982 0.379344
9.98895 0.395139
9.98805 0.410932
9.98711 0.426724
9.98614 0.442514
9.98513 0.458303
9.98409 0.47409
9.98301 0.489875
9.98189 0.505659
9.98074 0.521441
9.97956 0.537221
9.97834 0.552999
9.97708 0.568775
9.97579 0.584549
9.97446 0.600321
9.9731 0.616091
9.9717 0.631858
9.97027 0.647624
9.9688 0.663387
9.9673 0.679148
9.96576 0.694906
9.96418 0.710662
9.96257 0.726415
9.96093 0.742166
9.95924 0.757914
9.95753 0.77366
9.95578 0.789402
9.95399 0.805142
9.95216 0.820879
9.9503 0.836613
9.94841 0.852344
9.94648 0.868072
9.94451 0.883797
9.94251 0.899519
9.94048 0.915237
9.9384 0.930953
9.9363 0.946665
9.93415 0.962373
9.93197 0.978078
9.92976 0.99378
9.92751 1.00948
9.92522 1.02517
9.9229 1.04086
9.92055 1.05655
9.91815 1.07223
9.91573 1.08791
9.91326 1.10359
9.91076 1.11926
9.90823 1.13493
9.90566 1.15059
9.90305 1.16625
9.90041 1.1819
9.89773 1.19756
9.89502 1.2132
9.89227 1.22884
9.88948 1.24448
9.88666 1.26011
9.88381 1.27574
9.88091 1.29137
9.87799 1.30699
9.87502 1.3226
9.87202 1.33821
9.86899 1.35382
9.86592 1.36942
9.86281 1.38501
9.85967 1.4006
9.85649 1.41619
9.85327 1.43177
9.85002 1.44734
9.84674 1.46291
9.84342 1.47847
9.84006 1.49403
9.83666 1.50958
9.83324 1.52513
9.82977 1.54067
9.82627 1.55621
9.82273 1.57174
9.81916 1.58727
9.81555 1.60279
9.8119 1.6183
9.80822 1.63381
9.80451 1.64931
9.80075 1.6648
9.79696 1.68029
9.79314 1.69578
9.78928 1.71125
9.78538 1.72672
9.78145 1.74219
9.77748 1.75764
9.77347 1.7731
9.76943 1.78854
9.76535 1.80398
9.76124 1.81941
9.75709 1.83483
9.7529 1.85025
9.74868 1.86566
9.74442 1.88107
9.74012 1.89646
9.73579 1.91185
9.73143 1.92724
9.72702 1.94261
9.72258 1.95798
9.71811 1.97334
9.71359 1.98869
9.70904 2.00404
9.70446 2.01938
9.69984 2.03471
9.69518 2.05003
9.69048 2.06535
9.68575 2.08066
9.68099 2.09596
9.67618 2.11125
9.67134 2.12654
9.66647 2.14181
9.66155 2.15708
9.6566 2.17234
9.65162 2.18759
9.6466 2.20284
9.64154 2.21807
9.63644 2.2333
9.63131 2.24852
9.62614 2.26373
9.62093 2.27893
9.61569 2.29412
9.61041 2.30931
9.6051 2.32448
9.59975 2.33965
9.59436 2.3548
9.58893 2.36995
9.58347 2.38509
9.57797 2.40022
9.57243 2.41534
9.56686 2.43045
9.56125 2.44556
9.5556 2.46065
9.54992 2.47573
9.5442 2.4908
9.53844 2.50587
9.53265 2.52092
9.52682 2.53597
9.52095 2.551
9.51505 2.56603
9.5091 2.58104
9.50312 2.59605
9.49711 2.61104
9.49105 2.62603
9.48496 2.641
9.47884 2.65596
9.47267 2.67092
9.46647 2.68586
9.46023 2.70079
9.45396 2.71571
9.44764 2.73063
9.44129 2.74553
9.4349 2.76041
9.42848 2.77529
9.42202 2.79016
9.41552 2.80502
9.40898 2.81986
9.4024 2.8347
9.39579 2.84952
9.38914 2.86433
9.38246 2.87913
9.37573 2.89392
9.36897 2.9087
9.36217 2.92346
9.35533 2.93822
9.34846 2.95296
9.34155 2.96769
9.3346 2.98241
9.32761 2.99711
9.32058 3.01181
9.31352 3.02649
9.30642 3.04116
9.29928 3.05581
9.29211 3.07046
9.28489 3.08509
9.27764 3.09971
9.27035 3.11432
9.26302 3.12891
9.25566 3.14349
9.24826 3.15806
9.24081 3.17262
9.23333 3.18716
9.22582 3.20169
9.21826 3.21621
9.21067 3.23071
9.20304 3.2452
9.19537 3.25967
9.18766 3.27414
9.17991 3.28859
9.17213 3.30302
9.16431 3.31744
9.15645 3.33185
9.14855 3.34624
9.14061 3.36062
9.13263 3.37499
9.12462 3.38934
9.11657 3.40368
9.10848 3.418
9.10035 3.43231
9.09218 3.4466
9.08397 3.46088
9.07573 3.47515
9.06744 3.4894
9.05912 3.50363
9.05076 3.51785
9.04236 3.53206
9.03392 3.54624
9.02544 3.56042
9.01693 3.57458
9.00837 3.58872
8.99978 3.60285
8.99115 3.61696
8.98247 3.63106
8.97376 3.64514
8.96501 3.65921
8.95623 3.67326
8.9474 3.68729
8.93853 3.70131
8.92963 3.71531
8.92068 3.72929
8.9117 3.74326
8.90267 3.75722
8.89361 3.77115
8.88451 3.78507
8.87537 3.79897
8.86619 3.81286
8.85697 3.82673
8.84771 3.84058
8.83841 3.85441
8.82907 3.86823
8.8197 3.88203
8.81028 3.89581
8.80082 3.90958
8.79132 3.92332
8.78179 3.93705
8.77221 3.95076
8.7626 3.96446
8.75294 3.97813
8.74325 3.99179
