0.1 0.998334
0.2 0.993347
0.3 0.985067
0.4 0.973546
0.5 0.958851
0.6 0.941071
0.7 0.920311
0.8 0.896695
0.9 0.870363
1 0.841471
1.1 0.810189
1.2 0.776699
1.3 0.741199
1.4 0.703893
1.5 0.664997
1.6 0.624734
1.7 0.583332
1.8 0.541026
1.9 0.498053
2 0.454649
2.1 0.411052
2.2 0.367498
2.3 0.32422
2.4 0.281443
2.5 0.239389
2.6 0.19827
2.7 0.158289
2.8 0.119639
2.9 0.0824998
3 0.04704
3.1 0.0134131
3.2 -0.0182419
3.3 -0.0478017
3.4 -0.0751591
3.5 -0.100224
3.6 -0.122922
3.7 -0.143199
3.8 -0.161015
3.9 -0.17635
4 -0.189201
4.1 -0.19958
4.2 -0.207518
4.3 -0.213062
4.4 -0.216273
4.5 -0.217229
4.6 -0.21602
4.7 -0.21275
4.8 -0.207534
4.9 -0.200501
5 -0.191785
5.1 -0.181532
5.2 -0.169895
5.3 -0.157032
5.4 -0.143105
5.5 -0.12828
5.6 -0.112726
5.7 -0.0966115
5.8 -0.0801038
5.9 -0.0633689
6 -0.0465692
6.1 -0.0298627
6.2 -0.0134015
6.3 0.00266887
6.4 0.0182108
6.5 0.0330954
6.6 0.0472032
6.7 0.0604254
6.8 0.0726637
6.9 0.0838318
7 0.0938552
7.1 0.102672
7.2 0.110232
7.3 0.116498
7.4 0.121447
7.5 0.125067
7.6 0.127358
7.7 0.128334
7.8 0.128018
7.9 0.126448
8 0.12367
8.1 0.119739
8.2 0.114723
8.3 0.108695
8.4 0.101738
8.5 0.0939397
8.6 0.085395
8.7 0.0762034
8.8 0.0664679
8.9 0.0562945
9 0.0457909
9.1 0.0350658
9.2 0.0242272
9.3 0.0133822
9.4 0.00263568
9.5 -0.00791064
9.6 -0.018159
9.7 -0.0280166
9.8 -0.0373958
9.9 -0.0462157
10 -0.0544021
10.1
