0 0 0.00178991
0 1 0.00177947
0 2 0.00176007
0 3 0.00173273
0 4 0.00169854
0 5 0.00165856
0 6 0.00161383
0 7 0.00156531
0 8 0.00151391
0 9 0.00146047
0 10 0.00140574
0 11 0.00135044
0 12 0.00129517
0 13 0.00124049
0 14 0.00118689
0 15 0.00113481
0 16 0.00108459
0 17 0.00103657
0 18 0.000991005
0 19 0.000948117
0 20 0.000908089
0 21 0.000871069
0 22 0.000837175
0 23 0.000806501
0 24 0.000779118
0 25 0.000755079
0 26 0.000734423
0 27 0.00071718
0 28 0.000703367
0 29 0.000692999
0 30 0.000686083
0 31 0.000682624
0 32 0.000682624
0 33 0.000686083
0 34 0.000692999
0 35 0.000703367
0 36 0.00071718
0 37 0.000734423
0 38 0.000755079
0 39 0.000779118
0 40 0.000806501
0 41 0.000837175
0 42 0.000871069
0 43 0.000908089
0 44 0.000948117
0 45 0.000991005
0 46 0.00103657
0 47 0.00108459
0 48 0.00113481
0 49 0.00118689
0 50 0.00124049
0 51 0.00129517
0 52 0.00135044
0 53 0.00140574
0 54 0.00146047
0 55 0.00151391
0 56 0.00156531
0 57 0.00161383
0 58 0.00165856
0 59 0.00169854
0 60 0.00173273
0 61 0.00176007
0 62 0.00177947
0 63 0.00178991

1 0 0.00192006
1 1 0.00190902
1 2 0.00188849
1 3 0.00185957
1 4 0.00182338
1 5 0.00178105
1 6 0.00173367
1 7 0.00168226
1 8 0.00162777
1 9 0.00157109
1 10 0.00151303
1 11 0.00145432
1 12 0.00139562
1 13 0.00133752
1 14 0.00128055
1 15 0.00122515
1 16 0.00117173
1 17 0.0011206
1 18 0.00107208
1 19 0.00102638
1 20 0.000983715
1 21 0.00094424
1 22 0.000908085
1 23 0.000875353
1 24 0.000846123
1 25 0.000820455
1 26 0.000798395
1 27 0.000779975
1 28 0.000765217
1 29 0.000754138
1 30 0.000746746
1 31 0.00074305
1 32 0.00074305
1 33 0.000746746
1 34 0.000754138
1 35 0.000765217
1 36 0.000779975
1 37 0.000798395
1 38 0.000820455
1 39 0.000846123
1 40 0.000875353
1 41 0.000908085
1 42 0.00094424
1 43 0.000983715
1 44 0.00102638
1 45 0.00107208
1 46 0.0011206
1 47 0.00117173
1 48 0.00122515
1 49 0.00128055
1 50 0.00133752
1 51 0.00139562
1 52 0.00145432
1 53 0.00151303
1 54 0.00157109
1 55 0.00162777
1 56 0.00168226
1 57 0.00173367
1 58 0.00178105
1 59 0.00182338
1 60 0.00185957
1 61 0.00188849
1 62 0.00190902
1 63 0.00192006

2 0 0.00205715
2 1 0.00204549
2 2 0.00202381
2 3 0.00199324
2 4 0.001955
2 5 0.00191025
2 6 0.00186014
2 7 0.00180574
2 8 0.00174807
2 9 0.00168805
2 10 0.00162653
2 11 0.0015643
2 12 0.00150206
2 13 0.00144042
2 14 0.00137994
2 15 0.00132111
2 16 0.00126435
2 17 0.00121001
2 18 0.0011584
2 19 0.00110979
2 20 0.00106438
2 21 0.00102234
2 22 0.000983833
2 23 0.000948956
2 24 0.0009178
2 25 0.000890434
2 26 0.000866907
2 27 0.000847259
2 28 0.000831514
2 29 0.000819692
2 30 0.000811804
2 31 0.000807859
2 32 0.000807859
2 33 0.000811804
2 34 0.000819692
2 35 0.000831514
2 36 0.000847259
2 37 0.000866907
2 38 0.000890434
2 39 0.0009178
2 40 0.000948956
2 41 0.000983833
2 42 0.00102234
2 43 0.00106438
2 44 0.00110979
2 45 0.0011584
2 46 0.00121001
2 47 0.00126435
2 48 0.00132111
2 49 0.00137994
2 50 0.00144042
2 51 0.00150206
2 52 0.0015643
2 53 0.00162653
2 54 0.00168805
2 55 0.00174807
2 56 0.00180574
2 57 0.00186014
2 58 0.00191025
2 59 0.001955
2 60 0.00199324
2 61 0.00202381
2 62 0.00204549
2 63 0.00205715

3 0 0.00220132
3 1 0.00218902
3 2 0.00216616
3 3 0.00213392
3 4 0.00209356
3 5 0.00204632
3 6 0.00199341
3 7 0.00193594
3 8 0.00187498
3 9 0.00181151
3 10 0.00174644
3 11 0.00168058
3 12 0.00161467
3 13 0.00154937
3 14 0.00148528
3 15 0.00142289
3 16 0.00136267
3 17 0.001305
3 18 0.0012502
3 19 0.00119855
3 20 0.00115029
3 21 0.0011056
3 22 0.00106464
3 23 0.00102753
3 24 0.000994368
3 25 0.000965233
3 26 0.00094018
3 27 0.000919252
3 28 0.000902478
3 29 0.000889882
3 30 0.000881477
3 31 0.000877273
3 32 0.000877273
3 33 0.000881477
3 34 0.000889882
3 35 0.000902478
3 36 0.000919252
3 37 0.00094018
3 38 0.000965233
3 39 0.000994368
3 40 0.00102753
3 41 0.00106464
3 42 0.0011056
3 43 0.00115029
3 44 0.00119855
3 45 0.0012502
3 46 0.001305
3 47 0.00136267
3 48 0.00142289
3 49 0.00148528
3 50 0.00154937
3 51 0.00161467
3 52 0.00168058
3 53 0.00174644
3 54 0.00181151
3 55 0.00187498
3 56 0.00193594
3 57 0.00199341
3 58 0.00204632
3 59 0.00209356
3 60 0.00213392
3 61 0.00216616
3 62 0.00218902
3 63 0.00220132

4 0 0.0023527
4 1 0.00233976
4 2 0.00231569
4 3 0.00228173
4 4 0.0022392
4 5 0.00218941
4 6 0.00213361
4 7 0.002073
4 8 0.00200867
4 9 0.00194166
4 10 0.00187292
4 11 0.00180332
4 12 0.00173364
4 13 0.00166457
4 14 0.00159674
4 15 0.00153068
4 16 0.00146689
4 17 0.00140576
4 18 0.00134766
4 19 0.00129287
4 20 0.00124166
4 21 0.00119421
4 22 0.00115071
4 23 0.00111129
4 24 0.00107605
4 25 0.00104507
4 26 0.00101843
4 27 0.000996175
4 28 0.000978332
4 29 0.000964931
4 30 0.000955988
4 31 0.000951514
4 32 0.000951514
4 33 0.000955988
4 34 0.000964931
4 35 0.000978332
4 36 0.000996175
4 37 0.00101843
4 38 0.00104507
4 39 0.00107605
4 40 0.00111129
4 41 0.00115071
4 42 0.00119421
4 43 0.00124166
4 44 0.00129287
4 45 0.00134766
4 46 0.00140576
4 47 0.00146689
4 48 0.00153068
4 49 0.00159674
4 50 0.00166457
4 51 0.00173364
4 52 0.00180332
4 53 0.00187292
4 54 0.00194166
4 55 0.00200867
4 56 0.002073
4 57 0.00213361
4 58 0.00218941
4 59 0.0022392
4 60 0.00228173
4 61 0.00231569
4 62 0.00233976
4 63 0.0023527

5 0 0.00251142
5 1 0.00249781
5 2 0.0024725
5 3 0.00243679
5 4 0.00239205
5 5 0.00233965
5 6 0.00228091
5 7 0.00221706
5 8 0.00214928
5 9 0.00207864
5 10 0.00200615
5 11 0.00193271
5 12 0.00185914
5 13 0.00178619
5 14 0.00171451
5 15 0.00164467
5 16 0.0015772
5 17 0.00151251
5 18 0.001451
5 19 0.00139297
5 20 0.0013387
5 21 0.0012884
5 22 0.00124227
