0	7.1899e-62
1	1.80823e-61
2	8.19861e-61
3	4.06683e-60
4	2.00929e-59
5	9.76028e-59
6	4.65368e-58
7	2.17755e-57
8	9.99981e-57
9	4.50701e-56
10	1.99382e-55
11	8.6579e-55
12	3.69058e-54
13	1.54441e-53
14	6.34525e-53
15	2.55965e-52
16	1.0139e-51
17	3.94386e-51
18	1.5066e-50
19	5.65274e-50
20	2.08326e-49
21	7.542e-49
22	2.68244e-48
23	9.3738e-48
24	3.21872e-47
25	1.08612e-46
26	3.60202e-46
27	1.17417e-45
28	3.76255e-45
29	1.18535e-44
30	3.67181e-44
31	1.11849e-43
32	3.35083e-43
33	9.87417e-43
34	2.86242e-42
35	8.16407e-42
36	2.2913e-41
37	6.32879e-41
38	1.72062e-40
39	4.60511e-40
40	1.21353e-39
41	3.14909e-39
42	8.04844e-39
43	2.02629e-38
44	5.02606e-38
45	1.22846e-37
46	2.95922e-37
47	7.02672e-37
48	1.645e-36
49	3.79745e-36
50	8.64595e-36
51	1.94182e-35
52	4.30292e-35
53	9.40931e-35
54	2.03084e-34
55	4.32714e-34
56	9.10376e-34
57	1.89156e-33
58	3.88225e-33
59	7.87228e-33
60	1.57745e-32
61	3.12421e-32
62	6.117e-32
63	1.18424e-31
64	2.26741e-31
65	4.29435e-31
66	8.04691e-31
67	1.49215e-30
68	2.73863e-30
69	4.97597e-30
70	8.95224e-30
71	1.59507e-29
72	2.81517e-29
73	4.92254e-29
74	8.52937e-29
75	1.46477e-28
76	2.49359e-28
77	4.20885e-28
78	7.04471e-28
79	1.1695e-27
80	1.92597e-27
81	3.14694e-27
82	5.10255e-27
83	8.21141e-27
84	1.31175e-26
85	2.08044e-26
86	3.27642e-26
87	5.12446e-26
88	7.961e-26
89	1.22863e-25
90	1.88396e-25
91	2.87063e-25
92	4.3471e-25
93	6.54329e-25
94	9.79093e-25
95	1.45659e-24
96	2.15473e-24
97	3.16987e-24
98	4.63803e-24
99	6.75028e-24
100	9.77357e-24
101	1.40792e-23
102	2.01809e-23
103	2.87863e-23
104	4.08658e-23
105	5.77439e-23
106	8.12205e-23
107	1.13731e-22
108	1.58558e-22
109	2.20105e-22
110	3.04259e-22
111	4.18856e-22
112	5.7429e-22
113	7.84291e-22
114	1.06693e-21
115	1.44592e-21
116	1.95223e-21
117	2.6262e-21
118	3.5202e-21
119	4.70197e-21
120	6.25883e-21
121	8.30304e-21
122	1.09784e-20
123	1.44686e-20
124	1.90075e-20
