0 0 2 0
0 1 2 0
0 2 2 0
0 3 2 -1.37744e-16
0 4 2 1.37744e-16
0 5 2 1.37744e-16
0 6 2 0
0 7 2 0
0 8 2 0
0 9 2 0
0 10 2 0
0 11 2 0
0 12 2 0
0 13 2 0
0 14 2 1.37744e-16
0 15 2 0
0 16 2 0
0 17 2 0
0 18 2 0
0 19 2 0
0 20 2 1.37744e-16
0 21 2 0
0 22 2 0
0 23 2 0
0 24 2 0
0 25 2 0
0 26 2 0
0 27 2 0
0 28 2 0
0 29 2 0
0 30 2 0
0 31 2 0
0 32 2 0
0 33 2 -1.37743e-16
0 34 2 0
0 35 2 0
0 36 2 0
0 37 2 0
0 38 2 0
0 39 2 1.37743e-16
0 40 2 -1.37743e-16
0 41 2 0
0 42 2 1.37743e-16
0 43 2 0
0 44 2 1.37744e-16
0 45 2 0
0 46 2 0
0 47 2 -1.37744e-16
0 48 2 -1.37744e-16
0 49 2 -1.37744e-16
0 50 2 -1.37744e-16
0 51 2 0
0 52 2 0
0 53 2 0
0 54 2 0
0 55 2 0
0 56 2 1.37744e-16
0 57 2 -1.37744e-16
0 58 2 0
0 59 2 0
0 60 2 0
0 61 2 -1.37744e-16
0 62 2 0
0 63 2 0

1 0 1.89301 7.74499e-06
1 1 1.89301 -2.53291e-05
1 2 1.89301 -5.8159e-05
1 3 1.89301 -9.04284e-05
1 4 1.89301 -0.000121826
1 5 1.89302 -0.00015205
1 6 1.89303 -0.000180809
1 7 1.89304 -0.000207825
1 8 1.89305 -0.000232839
1 9 1.89306 -0.000255609
1 10 1.89308 -0.000275917
1 11 1.89309 -0.000293566
1 12 1.89311 -0.000308387
1 13 1.89312 -0.000320238
1 14 1.89314 -0.000329004
1 15 1.89316 -0.0003346
1 16 1.89318 -0.000336975
1 17 1.8932 -0.000336104
1 18 1.89322 -0.000331996
1 19 1.89324 -0.000324692
1 20 1.89325 -0.000314261
1 21 1.89327 -0.000300805
1 22 1.89329 -0.000284452
1 23 1.8933 -0.000265361
1 24 1.89332 -0.000243716
1 25 1.89333 -0.000219725
1 26 1.89335 -0.000193619
1 27 1.89336 -0.000165649
1 28 1.89337 -0.000136084
1 29 1.89337 -0.00010521
1 30 1.89338 -7.33239e-05
1 31 1.89339 -4.07316e-05
1 32 1.89339 -7.74727e-06
1 33 1.89339 2.53117e-05
1 34 1.89339 5.8127e-05
1 35 1.89339 9.0383e-05
1 36 1.89338 0.000121769
1 37 1.89337 0.000151983
1 38 1.89337 0.000180735
1 39 1.89336 0.000207747
1 40 1.89334 0.000232759
1 41 1.89333 0.000255531
1 42 1.89332 0.000275843
1 43 1.8933 0.000293499
1 44 1.89329 0.00030833
1 45 1.89327 0.000320193
1 46 1.89325 0.000328972
1 47 1.89323 0.000334583
1 48 1.89322 0.000336973
1 49 1.8932 0.000336117
1 50 1.89318 0.000332024
